forecast;parameter;TT;Td;Tx;Tn;Tm;Tg;dd;ff;fx;fx3;RR1;RR3;RR12;RR24;ww;ww3;N;Nf;PPPP;SS1;SS3;SS24
today 12 UTC;unit;°C;°C;°C;°C;°C;°C;°;km/h;km/h;km/h;mm;mm;mm;mm;WW Code;WW Code;1/8;1/8;hPa;h;h;h
04.06.25;19:00;17.6;12.1;---;---;17.1;17.5;219;9.3;22.2;31.5;0.5;2.3;5.6;8.1;61;61;6;6;1007.5;0.2;0.7;5.3
04.06.25;20:00;16.3;12.6;---;---;17.1;15.6;214;7.4;18.5;27.8;0.4;1.9;5.7;8.0;61;61;6;6;1008.1;0.1;0.5;5.2
04.06.25;21:00;16.1;12.6;---;---;17.1;14.1;204;7.4;18.5;24.1;0.3;1.2;5.7;7.7;61;61;6;6;1008.4;0.0;0.2;5.2
04.06.25;22:00;15.4;12.7;---;---;17.1;13.4;196;7.4;16.7;22.2;0.3;1.0;6.0;7.6;61;61;6;6;1008.8;0.0;0.1;5.2
04.06.25;23:00;15.0;12.2;---;---;17.1;12.8;198;7.4;16.7;20.4;0.3;0.9;6.0;7.5;61;61;6;6;1009.2;0.0;0.0;5.2
05.06.25;00:00;14.5;11.9;---;---;17.1;12.8;191;5.5;16.7;18.5;0.2;0.8;5.8;7.4;61;61;6;6;1009.9;0.0;0.0;5.2
05.06.25;01:00;14.0;11.8;---;---;17.1;12.4;187;5.5;14.8;18.5;0.2;0.7;5.7;7.6;61;61;6;6;1009.9;0.0;0.0;5.2
05.06.25;02:00;13.9;11.8;---;---;17.1;12.2;187;5.5;14.8;18.5;0.3;0.7;5.5;7.9;61;61;6;6;1010.0;0.0;0.0;5.2
05.06.25;03:00;13.7;11.7;---;---;17.1;12.3;184;5.5;14.8;18.5;0.2;0.7;5.2;8.1;61;61;6;6;1010.1;0.0;0.0;5.2
05.06.25;04:00;14.0;11.6;---;---;17.1;12.9;188;7.4;16.7;18.5;0.4;0.9;4.9;8.5;61;61;7;7;1010.4;0.1;0.1;5.3
05.06.25;05:00;14.6;11.7;---;---;17.1;14.3;197;7.4;18.5;20.4;0.4;1.0;4.5;8.9;61;61;7;7;1010.6;0.2;0.3;5.2
05.06.25;06:00;15.5;11.9;19.0;12.9;17.1;16.4;205;9.3;20.4;20.4;0.5;1.3;4.0;9.4;61;61;7;6;1011.5;0.2;0.5;5.1
05.06.25;07:00;16.5;11.9;---;---;17.1;18.4;208;9.3;22.2;24.1;0.5;1.4;4.0;9.6;61;61;7;7;1011.4;0.3;0.6;5.0
05.06.25;08:00;17.4;12.0;---;---;17.1;19.8;210;11.1;25.9;25.9;0.6;1.6;4.2;9.9;61;61;7;6;1011.4;0.3;0.8;4.9
05.06.25;09:00;18.2;12.0;---;---;17.1;20.6;211;13.0;27.8;29.6;0.5;1.6;4.4;10.1;61;61;7;7;1011.5;0.3;0.9;4.8
05.06.25;10:00;19.0;11.8;---;---;17.1;21.5;215;13.0;29.6;31.5;0.5;1.6;4.6;10.6;61;61;7;7;1011.9;0.3;1.0;4.8
05.06.25;11:00;19.8;11.6;---;---;17.1;22.2;219;13.0;31.5;33.3;0.4;1.4;4.7;10.7;61;61;6;6;1011.5;0.3;1.0;4.7
05.06.25;12:00;20.4;11.3;---;---;17.1;22.1;220;13.0;33.3;35.2;0.4;1.3;4.9;10.7;61;61;6;6;1011.5;0.3;1.0;4.6
05.06.25;13:00;20.2;11.1;---;---;17.1;22.2;225;13.0;33.3;35.2;0.3;1.1;5.0;10.7;61;61;6;6;1011.4;0.3;1.0;4.5
05.06.25;14:00;20.4;11.2;---;---;17.1;22.1;227;14.8;33.3;37.0;0.3;1.0;5.0;10.5;61;61;6;6;1011.3;0.3;0.9;4.4
05.06.25;15:00;20.4;11.4;---;---;17.1;21.8;230;13.0;33.3;37.0;0.5;1.1;5.3;10.5;61;61;6;6;1011.7;0.3;0.9;4.4
05.06.25;16:00;20.2;11.7;---;---;17.1;20.9;233;13.0;31.5;35.2;0.5;1.3;5.4;10.3;61;61;7;7;1011.7;0.3;0.9;4.4
05.06.25;17:00;19.8;11.8;---;---;17.1;20.1;233;11.1;29.6;33.3;0.5;1.5;5.5;10.0;61;61;6;6;1012.1;0.3;1.0;4.4
05.06.25;18:00;18.8;12.1;21.9;15.1;17.2;18.5;230;9.3;25.9;33.3;0.6;1.6;5.6;9.6;61;61;6;6;1012.5;0.3;1.0;4.5
05.06.25;19:00;17.7;12.3;---;---;17.2;17.0;219;7.4;22.2;29.6;2.1;3.2;7.2;11.2;61;61;6;6;1013.0;0.2;0.8;4.5
05.06.25;20:00;16.4;12.2;---;---;17.2;15.3;207;7.4;18.5;25.9;1.0;3.7;7.6;11.8;61;61;6;6;1013.5;0.1;0.7;4.6
05.06.25;21:00;15.4;12.3;---;---;17.1;13.6;199;5.5;16.7;22.2;0.0;3.1;7.1;11.5;3;61;7;6;1014.0;0.0;0.4;4.6
05.06.25;22:00;14.5;12.2;---;---;17.1;12.7;192;5.5;14.8;20.4;0.0;1.0;6.6;11.2;3;61;6;6;1014.4;0.0;0.1;4.6
05.06.25;23:00;14.3;12.1;---;---;17.1;12.3;198;5.5;13.0;16.7;0.0;0.0;6.2;10.9;3;3;7;6;1014.8;0.0;0.0;4.6
06.06.25;00:00;13.9;12.0;---;---;17.0;12.3;208;5.5;13.0;14.8;0.0;0.0;5.8;10.7;3;3;7;6;1015.0;0.0;0.0;4.6
06.06.25;01:00;13.6;11.8;---;---;17.0;12.0;205;5.5;11.1;14.8;0.0;0.0;5.5;10.5;3;3;7;7;1015.2;0.0;0.0;4.6
06.06.25;02:00;13.3;11.7;---;---;17.0;11.7;204;5.5;11.1;14.8;0.0;0.0;5.2;10.2;3;3;7;6;1015.4;0.0;0.0;4.6
06.06.25;03:00;13.2;11.6;---;---;17.0;11.8;201;5.5;11.1;14.8;0.0;0.0;4.7;10.0;3;3;7;6;1015.6;0.0;0.0;4.6
06.06.25;04:00;13.4;11.6;---;---;17.0;12.7;212;5.5;13.0;14.8;0.0;0.0;4.2;9.6;3;3;7;6;1015.8;0.1;0.1;4.6
06.06.25;05:00;14.1;11.8;---;---;16.9;14.4;212;5.5;13.0;16.7;0.0;0.0;3.7;9.2;3;3;7;7;1016.1;0.2;0.3;4.6
06.06.25;06:00;15.1;11.7;19.6;12.3;16.9;16.3;214;5.5;14.8;16.7;0.0;0.0;3.1;8.7;3;3;8;7;1016.3;0.3;0.6;4.7
06.06.25;07:00;16.2;11.8;---;---;16.9;18.3;219;7.4;16.7;18.5;0.0;0.0;1.0;8.2;3;3;7;7;1016.6;0.4;0.9;4.9
06.06.25;08:00;17.4;11.7;---;---;16.9;20.3;228;9.3;18.5;20.4;0.0;0.0;0.0;7.6;3;3;7;6;1016.7;0.5;1.2;5.0
06.06.25;09:00;18.9;11.7;---;---;16.9;21.7;234;9.3;22.2;22.2;0.0;0.0;0.0;7.1;3;3;7;7;1016.6;0.4;1.3;5.1
06.06.25;10:00;19.7;11.7;---;---;17.0;22.7;236;11.1;25.9;25.9;0.0;0.0;0.0;6.6;3;3;7;7;1016.5;0.4;1.3;5.2
06.06.25;11:00;20.5;11.7;---;---;17.0;23.6;237;11.1;27.8;27.8;0.0;0.0;0.0;6.2;3;3;7;7;1016.7;0.5;1.3;5.3
06.06.25;12:00;21.0;11.6;---;---;17.0;23.9;226;11.1;27.8;29.6;0.0;0.0;0.0;5.8;3;3;7;7;1016.6;0.4;1.3;5.4
06.06.25;13:00;21.5;11.6;---;---;17.1;24.0;228;11.1;27.8;31.5;0.0;0.0;0.0;5.5;3;3;7;7;1016.5;0.4;1.3;5.6
06.06.25;14:00;21.6;11.7;---;---;17.1;23.8;228;11.1;29.6;31.5;0.0;0.0;0.0;5.2;3;3;7;7;1015.9;0.4;1.3;5.7
06.06.25;15:00;21.7;12.2;---;---;17.2;23.9;219;11.1;27.8;31.5;0.0;0.0;0.0;4.7;3;3;7;7;1016.2;0.4;1.2;5.8
06.06.25;16:00;21.6;12.4;---;---;17.2;23.1;222;11.1;27.8;31.5;0.0;0.0;0.0;4.2;3;3;6;6;1016.2;0.4;1.2;5.8
06.06.25;17:00;21.1;12.4;---;---;17.3;21.9;211;9.3;24.1;29.6;0.0;0.0;0.0;3.7;3;3;6;6;1016.4;0.4;1.1;5.8
06.06.25;18:00;20.2;12.9;23.2;14.8;17.4;19.7;200;9.3;22.2;27.8;0.0;0.0;0.0;3.1;3;3;6;6;1016.9;0.3;1.0;5.8
06.06.25;19:00;19.0;13.2;---;---;17.4;17.9;197;7.4;18.5;25.9;0.0;0.0;0.0;1.0;3;3;6;6;1016.9;0.2;0.9;5.8
06.06.25;20:00;17.7;13.4;---;---;17.5;16.4;187;5.5;16.7;22.2;0.0;0.0;0.0;0.0;3;3;6;6;1017.9;0.1;0.7;5.8
06.06.25;21:00;16.3;13.4;---;---;17.5;14.9;187;5.5;14.8;18.5;0.0;0.0;0.0;0.0;3;3;6;6;1018.3;0.0;0.4;5.8
06.06.25;22:00;15.3;13.3;---;---;17.5;13.9;186;5.5;13.0;16.7;0.0;0.0;0.0;0.0;3;3;6;6;1018.6;0.0;0.1;5.8
06.06.25;23:00;14.7;13.2;---;---;17.5;13.4;204;5.5;13.0;16.7;0.0;0.0;0.0;0.0;3;3;6;6;1018.7;0.0;0.0;5.8
07.06.25;00:00;14.2;13.1;---;---;17.6;12.7;203;5.5;11.1;14.8;0.0;0.0;0.0;0.0;3;3;6;5;1018.9;0.0;0.0;5.8
07.06.25;01:00;13.9;12.9;---;---;17.6;12.3;190;5.5;11.1;14.8;0.0;0.0;0.0;0.0;3;3;6;5;1019.1;0.0;0.0;5.8
07.06.25;02:00;13.5;12.7;---;---;17.6;12.0;186;5.5;11.1;14.8;0.0;0.0;0.0;0.0;3;3;6;5;1019.4;0.0;0.0;5.8
07.06.25;03:00;13.4;12.6;---;---;17.6;12.0;191;5.5;11.1;14.8;0.0;0.0;0.0;0.0;3;3;6;5;1019.5;0.0;0.0;5.8
07.06.25;04:00;13.8;12.6;---;---;17.6;12.8;178;5.5;11.1;14.8;0.0;0.0;0.0;0.0;3;3;6;6;1019.3;0.1;0.1;5.8
07.06.25;05:00;14.4;12.6;---;---;17.6;14.6;152;5.5;13.0;14.8;0.0;0.0;0.0;0.0;2;3;6;5;1020.0;0.2;0.4;5.9
07.06.25;06:00;15.8;12.8;20.5;12.4;17.6;17.0;170;7.4;14.8;16.7;0.0;0.0;0.0;0.0;2;3;6;5;1020.3;0.4;0.7;5.9
07.06.25;07:00;17.1;12.9;---;---;17.7;19.0;196;7.4;16.7;18.5;0.0;0.0;0.0;0.0;2;2;6;5;1020.3;0.5;1.1;6.0
07.06.25;08:00;18.5;12.9;---;---;17.7;21.5;262;9.3;18.5;20.4;0.0;0.0;0.0;0.0;2;2;6;5;1020.3;0.5;1.3;6.0
07.06.25;09:00;19.9;12.9;---;---;17.8;23.7;214;9.3;20.4;22.2;0.0;0.0;0.0;0.0;2;2;6;6;1020.0;0.5;1.4;6.1
07.06.25;10:00;21.0;12.9;---;---;17.8;25.0;216;11.1;22.2;24.1;0.0;0.0;0.0;0.0;2;2;6;6;1019.8;0.5;1.5;6.1
07.06.25;11:00;21.7;12.6;---;---;17.9;25.8;134;11.1;24.1;25.9;0.0;0.0;0.0;0.0;2;2;5;5;1020.5;0.6;1.6;6.3
07.06.25;12:00;22.3;12.5;---;---;17.9;26.0;121;11.1;24.1;25.9;0.0;0.0;0.0;0.0;2;2;5;5;1020.2;0.6;1.6;6.4
