forecast;parameter;TT;Td;Tx;Tn;Tm;Tg;dd;ff;fx;fx3;RR1;RR3;RR12;RR24;ww;ww3;N;Nf;PPPP;SS1;SS3;SS24
today 00 UTC;unit;°C;°C;°C;°C;°C;°C;°;km/h;km/h;km/h;mm;mm;mm;mm;WW Code;WW Code;1/8;1/8;hPa;h;h;h
29.05.25;00:00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
30.05.25;13:00;25.6;13.6;---;---;18.6;29.7;240;13.0;29.6;31.5;0.0;0.0;0.0;0.0;3;3;5;5;1020.3;0.5;1.4;4.8
30.05.25;14:00;26.3;13.6;---;---;18.9;29.9;239;11.1;29.6;31.5;0.0;0.0;0.0;0.0;3;3;5;5;1019.9;0.5;1.5;5.2
30.05.25;15:00;26.5;13.6;---;---;19.2;29.7;241;11.1;27.8;31.5;0.0;0.0;0.0;0.0;2;3;5;5;1019.5;0.6;1.6;5.7
30.05.25;16:00;26.7;13.6;---;---;19.5;28.8;241;11.1;25.9;31.5;0.0;0.0;0.0;0.0;1;3;4;4;1019.3;0.7;1.8;6.3
30.05.25;17:00;26.2;13.8;---;---;19.8;26.8;241;9.3;24.1;29.6;0.0;0.0;0.0;0.0;1;2;4;4;1019.0;0.7;1.9;6.8
30.05.25;18:00;24.6;14.3;27.9;16.9;20.0;24.2;235;7.4;20.4;27.8;0.0;0.0;0.0;0.0;1;1;4;3;1019.1;0.6;1.9;7.3
30.05.25;19:00;23.0;14.6;---;---;20.2;21.0;227;5.5;16.7;24.1;0.0;0.0;0.0;0.0;1;1;3;3;1019.2;0.5;1.7;7.7
30.05.25;20:00;20.6;14.8;---;---;20.4;18.0;214;3.7;11.1;20.4;0.0;0.0;0.0;0.0;1;1;3;3;1019.4;0.2;1.3;7.9
30.05.25;21:00;18.8;14.6;---;---;20.5;16.1;221;3.7;9.3;16.7;0.0;0.0;0.0;0.0;1;1;3;3;1019.8;0.0;0.7;7.9
30.05.25;22:00;17.6;14.6;---;---;20.5;14.7;198;3.7;7.4;14.8;0.0;0.0;0.0;0.0;1;1;4;3;1020.2;0.0;0.2;7.9
30.05.25;23:00;16.6;14.3;---;---;20.5;13.8;162;1.8;7.4;13.0;0.0;0.0;0.0;0.0;1;1;4;3;1020.3;0.0;0.0;7.9
31.05.25;00:00;15.8;14.1;---;---;20.5;13.3;143;1.8;7.4;11.1;0.0;0.0;0.0;0.0;1;1;4;3;1020.3;0.0;0.0;7.9
31.05.25;01:00;15.0;14.0;---;---;20.5;12.4;130;1.8;5.5;9.3;0.0;0.0;0.0;0.0;1;1;4;3;1020.5;0.0;0.0;7.9
31.05.25;02:00;14.5;13.7;---;---;20.5;12.0;103;1.8;5.5;9.3;0.0;0.0;0.0;0.0;1;1;4;3;1020.4;0.0;0.0;7.9
31.05.25;03:00;14.3;13.6;---;---;20.5;12.2;100;1.8;5.5;7.4;0.0;0.0;0.0;0.0;1;1;4;4;1020.4;0.0;0.0;7.9
31.05.25;04:00;14.6;13.7;---;---;20.5;13.5;92;1.8;5.5;7.4;0.0;0.0;0.0;0.0;1;1;4;3;1020.5;0.2;0.2;7.9
31.05.25;05:00;16.0;14.1;---;---;20.5;16.1;88;3.7;7.4;9.3;0.0;0.0;0.0;0.0;1;1;4;4;1020.4;0.4;0.6;8.0
31.05.25;06:00;17.9;14.5;25.5;13.4;20.5;19.5;84;3.7;7.4;9.3;0.0;0.0;0.0;0.0;1;1;4;4;1020.4;0.6;1.1;8.1
31.05.25;07:00;19.8;14.9;---;---;20.6;22.8;113;3.7;9.3;9.3;0.0;0.0;0.0;0.0;1;1;5;4;1020.5;0.7;1.6;8.3
